project_name,Frequência,Descrição,is_ui
gulp-coveralls,1,,False
gulp-git,1,,False
gulp-hub,1,,False
gulp-inline-ng2-template,1,,False
gulp-tslint,1,,False
karma-remap-coverage,1,,False
postcss-strip-inline-comments,1,,False
pump,1,,False
to-string-loader,1,,False
travis-status,1,,False
smooth-scrollbar,1,,False
gulp-compile-handlebars,1,,False
handlebars-layouts,1,,False
@tonic-ui/changelog-github,1,,False
@amap/amap-jsapi-loader,1,,False
@amap/amap-jsapi-types,1,,False
@ant-design/icons-svg,1,,False
@nrwl/jest,1,,False
@nrwl/react,1,,False
@nrwl/web,1,,False
@types/vscode,1,,False
@types/yaml-front-matter,1,,False
is-builtin-module,1,,False
jsurl,1,,False
rcl-store,1,,False
rfs,1,,False
rxjs-for-await,1,,False
find-unused-sass-variables,1,,False
purgecss,1,,False
stylelint-config-twbs-bootstrap,1,,False
vuepress-plugin-demo-container,1,,False
vuepress-plugin-plausible,1,,False
react-leaflet,1,,False
react-youtube,1,,False
@next/font,1,,False
git-conventional-commits,1,,False
oss-attribution-generator,1,,False
@successtar/react-reveal,1,,False
content-security-policy-builder,1,,False
es-check,1,,False
generator-scrivito,1,,False
is-empty,1,,False
jsontoxml,1,,False
moment-from-now,1,,False
scrivito,1,,False
scroll-to-fragment,1,,False
speakingurl,1,,False
use-resize-observer,1,,False
zip-webpack-plugin,1,,False
gulp-better-rollup,1,,False
gulp-eslint-new,1,,False
gulp-sass-glob,1,,False
gulp-sitemap,1,,False
gulp-stylelint,1,,False
gulp-surge,1,,False
handlebars-helpers,1,,False
jstransformer-handlebars,1,,False
metalsmith-collections,1,,False
metalsmith-data-loader,1,,False
metalsmith-debug-ui,1,,False
metalsmith-discover-helpers,1,,False
metalsmith-discover-partials,1,,False
metalsmith-dynamic-collections,1,,False
metalsmith-ignore,1,,False
metalsmith-in-place,1,,False
metalsmith-layouts,1,,False
metalsmith-register-helpers,1,,False
postcss-normalize,1,,False
stylelint-declaration-use-variable,1,,False
locomotive-scroll,1,,False
splitting,1,,False
@types/imagesloaded,1,,False
@react/collection-view,1,,False
@react/react-spectrum,1,,False
prettier-loader,1,,False
@11ty/eleventy-img,1,,False
@uswds/uswds,1,,False
markdown-it-footnote,1,,False
@11ty/eleventy-navigation,1,,False
@11ty/eleventy-plugin-rss,1,,False
check-html-links,1,,False
eleventy-plugin-svg-sprite,1,,False
html-validate,1,,False
markdown-it-attrs,1,,False
netlify-cms-proxy-server,1,,False
pa11y-ci,1,,False
babel-plugin-jsx-dom-expressions,1,,False
dom-expressions,1,,False
hyper-dom-expressions,1,,False
lit-dom-expressions,1,,False
seroval,1,,False
tsconfig-replace-paths,1,,False
eslint-config-quasar,1,,False
babel-plugin-inferno,1,,False
cli-table,1,,False
coveralls-next,1,,False
d3-scale-chromatic,1,,False
jest-silent-reporter,1,,False
perf-monitor,1,,False
swc,1,,False
swc-plugin-inferno,1,,False
ts-plugin-inferno,1,,False
@nextjournal/lang-clojure,1,,False
karma-cljs-test,1,,False
karma-puppeteer-launcher,1,,False
shadow-cljs,1,,False
@docker/extension-api-client-types,1,,False
@kubernetes/client-node,1,,False
@segment/analytics-node,1,,False
@types/stream-json,1,,False
@types/winreg,1,,False
check-disk-space,1,,False
date.js,1,,False
dockerode,1,,False
electron-util,1,,False
getos,1,,False
os-locale,1,,False
sudo-prompt,1,,False
win-ca,1,,False
winreg,1,,False
@electron/fuses,1,,False
@podman-desktop/api,1,,False
@tsconfig/strictest,1,,False
@types/dockerode,1,,False
@types/getos,1,,False
dts-for-context-bridge,1,,False
electron-builder-notarize,1,,False
eslint-import-resolver-custom-alias,1,,False
eslint-plugin-etc,1,,False
eslint-plugin-file-progress,1,,False
eslint-plugin-no-null,1,,False
fzstd,1,,False
teston,1,,False
@types/he,1,,False
happy-conventional-commit,1,,False
react-hotkeys,1,,False
react-notification-system,1,,False
react-textarea-autosize,1,,False
react-widgets,1,,False
react-widgets-moment,1,,False
simplemde,1,,False
moment-locales-webpack-plugin,1,,False
react-app-rewire-webpack-bundle-analyzer,1,,False
redux-immutable-state-invariant,1,,False
@react-three/eslint-plugin,1,,False
@types/three,1,,False
typescript-json-schema,1,,False
gulp-minify,1,,False
@wdio/devtools-service,1,,False
copy-and-watch,1,,False
asciitree,1,,False
jison,1,,False
preprocessor,1,,False
testem,1,,False
detect-indent,1,,False
fuzzysort,1,,False
vue-electron,1,,False
vuex-electron,1,,False
babel-minify-webpack-plugin,1,,False
cfonts,1,,False
listr,1,,False
purgecss-webpack-plugin,1,,False
reachable-url,1,,False
template-ejs-loader,1,,False
dyo,1,,False
cuid,1,,False
dift,1,,False
dom-delegator,1,,False
ev-store,1,,False
individual,1,,False
is-observable,1,,False
parse-tag,1,,False
babel-plugin-transform-flow-comments,1,,False
karma-growl-reporter,1,,False
jodit-react,1,,False
sweetalert2-react-content,1,,False
html2json,1,,False
babel-plugin-conditional-compile,1,,False
babel-plugin-minify-constant-folding,1,,False
babel-plugin-minify-flip-comparisons,1,,False
babel-plugin-minify-guarded-expressions,1,,False
babel-plugin-minify-infinity,1,,False
babel-plugin-minify-mangle-names,1,,False
babel-plugin-minify-replace,1,,False
babel-plugin-minify-simplify,1,,False
babel-plugin-minify-type-constructors,1,,False
babel-plugin-transform-member-expression-literals,1,,False
babel-plugin-transform-merge-sibling-variables,1,,False
babel-plugin-transform-minify-booleans,1,,False
babel-plugin-transform-property-literals,1,,False
babel-plugin-transform-simplify-comparison-operators,1,,False
babel-plugin-transform-undefined-to-void,1,,False
@typescript-eslint/eslint-plugin-tslint,1,,False
@monaco-editor/loader,1,,False
accounting,1,,False
particles.vue3,1,,False
shortid,1,,False
tsparticles,1,,False
vue-echarts,1,,False
@types/accounting,1,,False
@types/mockjs,1,,False
@types/shortid,1,,False
vite-plugin-plain-text,1,,False
@codemirror/autocomplete,1,,False
@codemirror/commands,1,,False
@codemirror/lang-css,1,,False
@codemirror/lang-html,1,,False
@codemirror/language,1,,False
@codemirror/lint,1,,False
@codemirror/search,1,,False
codemirror6-themes,1,,False
@neo4j-cypher/antlr4,1,,False
@neo4j-cypher/editor-support,1,,False
@neo4j-cypher/extract-statements,1,,False
@neo4j-devtools/word-color,1,,False
@neo4j-ndl/base,1,,False
@neo4j-ndl/react,1,,False
@neo4j/browser-lambda-parser,1,,False
apollo-upload-client,1,,False
ascii-data-table,1,,False
canvg,1,,False
d3-color,1,,False
d3-drag,1,,False
d3-ease,1,,False
d3-force,1,,False
d3-transition,1,,False
d3-zoom,1,,False
jsonic,1,,False
neo4j-client-sso,1,,False
neo4j-driver,1,,False
neo4j-driver-core,1,,False
react-suber,1,,False
react-svg-inline,1,,False
react-timeago,1,,False
suber,1,,False
whatwg-url,1,,False
@hot-loader/react-dom,1,,False
@types/apollo-upload-client,1,,False
@types/d3-color,1,,False
@types/d3-drag,1,,False
@types/d3-ease,1,,False
@types/d3-force,1,,False
@types/d3-transition,1,,False
@types/d3-zoom,1,,False
@types/dateformat,1,,False
@types/file-saver,1,,False
@types/jsonic,1,,False
@types/react-svg-inline,1,,False
@types/react-table,1,,False
@types/redux-mock-store,1,,False
@types/whatwg-url,1,,False
eslint-plugin-jsx,1,,False
fork-ts-checker-notifier-webpack-plugin,1,,False
js2xmlparser,1,,False
precss,1,,False
typescript-plugin-styled-components,1,,False
worker-loader,1,,False
@inertiajs/vue3,1,,False
country-code-emoji,1,,False
momentum-modal,1,,False
twemoji,1,,False
unplugin-vue-define-options,1,,False
vite-plugin-watch,1,,False
vue3-tabs-component,1,,False
ziggy-js,1,,False
@meforma/vue-toaster,1,,False
custom-electron-titlebar,1,,False
lowdb,1,,False
redis,1,,False
splitpanes,1,,False
vue-json-pretty,1,,False
vue-universal-modal,1,,False
vue3-shortkey,1,,False
@types/electron-devtools-installer,1,,False
@types/splitpanes,1,,False
@types/node_redis,1,,False
kefir,1,,False
gulp-download,1,,False
gulp-file-parser,1,,False
gulp-flowcheck,1,,False
gulp-front-matter,1,,False
gulp-gzip,1,,False
gulp-layout,1,,False
gulp-markdown,1,,False
karma-nyan-reporter,1,,False
brfs,1,,False
clone,1,,False
famous,1,,False
lodash.assign,1,,False
lodash.defaults,1,,False
lodash.filter,1,,False
lodash.first,1,,False
lodash.foreach,1,,False
lodash.last,1,,False
lodash.pairs,1,,False
lodash.uniq,1,,False
pubsub-js,1,,False
watchify,1,,False
smokestack,1,,False
tap-closer,1,,False
@solid-primitives/event-listener,1,,False
@solid-primitives/keyed,1,,False
@solid-primitives/props,1,,False
@solid-primitives/utils,1,,False
eslint-plugin-solid,1,,False
solid-testing-library,1,,False
base-64,1,,False
bson,1,,False
connect-gzip-static,1,,False
mongodb,1,,False
minifier,1,,False
figures,1,,False
ink,1,,False
ink-spinner,1,,False
ink-text-input,1,,False
meow,1,,False
pkg,1,,False
@carbon/import-once,1,,False
react-popper-tooltip,1,,False
storybook-addon-designs,1,,False
window-or-global,1,,False
@babel/plugin-syntax-export-default-from,1,,False
@storybook/addon-backgrounds,1,,False
@storybook/addon-cssresources,1,,False
@tippy.js/react,1,,False
@wfp/icons,1,,False
browserslist-config-carbon,1,,False
fast-sass-loader,1,,False
final-form,1,,False
generic-names,1,,False
react-dates,1,,False
react-final-form,1,,False
react-prism,1,,False
react-truncate,1,,False
redux-form-website-template,1,,False
requestanimationframe,1,,False
semantic-release-ado,1,,False
story-description-loader,1,,False
twig,1,,False
wcag-contrast,1,,False
react-native-multi-selectbox,1,,False
@fortawesome/angular-fontawesome,1,,False
@scarf/scarf,1,,False
ng-jhipster,1,,False
ngx-cookie,1,,False
ngx-webstorage,1,,False
@openapitools/openapi-generator-cli,1,,False
@types/echarts,1,,False
generator-jhipster,1,,False
jest-preset-angular,1,,False
jest-sonar-reporter,1,,False
mem-fs,1,,False
prettier-plugin-java,1,,False
webpack-notifier,1,,False
@jsdevtools/npm-publish,1,,False
@sap-theming/theming-base-content,1,,False
@storybook/csf-tools,1,,False
@storybook/html-vite,1,,False
git-semver-tags,1,,False
nx-stylelint,1,,False
postcss-banner,1,,False
postcss-normalize-charset,1,,False
@pdf-lib/fontkit,1,,False
docxtemplater,1,,False
excel4node,1,,False
imagemin,1,,False
libreoffice-convert,1,,False
mammoth,1,,False
officegen,1,,False
pdf-image,1,,False
pdf-img-convert-web,1,,False
pdf-lib,1,,False
pdf-parse,1,,False
pdf-watermark,1,,False
pdf2json,1,,False
pdf2table,1,,False
pdfmake,1,,False
xhr2,1,,False
zlib,1,,False
nodejs-helm,1,,False
@types/jspdf,1,,False
@types/pdfjs-dist,1,,False
@fluentui/merge-styles,1,,False
@nx/storybook,1,,False
@nx/vite,1,,False
toposort,1,,False
@ngrx/core,1,,False
angular-calendar,1,,False
angular2-toaster,1,,False
cordova-android,1,,False
cordova-browser,1,,False
cordova-plugin-whitelist,1,,False
highcharts,1,,False
lodash.flatten,1,,False
lodash.isnumber,1,,False
lodash.random,1,,False
lodash.times,1,,False
lodash.values,1,,False
ngx-toggle-switch,1,,False
realtime-document,1,,False
response-type,1,,False
sails.io.js,1,,False
url-matcher,1,,False
@angularclass/hmr,1,,False
@types/colors,1,,False
sass-material-colors,1,,False
redux-promise,1,,False
rusty-secrets,1,,False
asar,1,,False
babel-plugin-webpack-loaders,1,,False
co-mocha,1,,False
electron-mocha,1,,False
enzyme-adapter-react-15,1,,False
hoek,1,,False
neon-cli,1,,False
webpack-target-electron-renderer,1,,False
npkill,1,,False
@types/howler,1,,False
@noble/curves,1,,False
i,1,,False
pane-registry,1,,False
solid-logic,1,,False
solid-namespace,1,,False
get-random-values,1,,False
ovrui,1,,False
react-vr,1,,False
react-vr-web,1,,False
eslint-config-rallycoding,1,,False
xopen,1,,False
@fext/vue-form-builder,1,,False
@fext/vue-use,1,,False
vee-validate,1,,False
@kolkov/ngx-gallery,1,,False
@ng-dynamic-forms/core,1,,False
@ng-dynamic-forms/ui-ng-bootstrap,1,,False
@ngrx/effects,1,,False
@ngrx/router-store,1,,False
@nicky-lenaers/ngx-scroll-to,1,,False
angulartics2,1,,False
cerialize,1,,False
http-terminator,1,,False
klaro,1,,False
mirador,1,,False
mirador-dl-plugin,1,,False
mirador-share-plugin,1,,False
ng2-file-upload,1,,False
ng2-nouislider,1,,False
ngx-pagination,1,,False
pem,1,,False
@angular-eslint/bundled-angular-compiler,1,,False
@angular-eslint/utils,1,,False
@cypress/schematic,1,,False
@ngrx/store-devtools,1,,False
@types/deep-freeze,1,,False
@types/grecaptcha,1,,False
@types/js-cookie,1,,False
deep-freeze,1,,False
eslint-plugin-dspace-angular-html,1,,False
eslint-plugin-dspace-angular-ts,1,,False
eslint-plugin-import-newlines,1,,False
eslint-plugin-lodash,1,,False
ng-mocks,1,,False
ngx-mask,1,,False
evergreen-ui,1,,False
omgopass,1,,False
react-countdown-circle-timer,1,,False
webextension-polyfill,1,,False
release-it-update-manifest-plugin,1,,False
sign-addon,1,,False
web-ext,1,,False
eventemitter2,1,,False
load-json-file,1,,False
write-json-file,1,,False
cache-loader,1,,False
gun,1,,False
wikimedia-ui-base,1,,False
browserslist-config-wikimedia,1,,False
grunt-eslint,1,,False
grunt-stylelint,1,,False
pixrem,1,,False
postcss-cssnext,1,,False
@fontsource-variable/roboto-mono,1,,False
@splidejs/splide,1,,False
fancy-canvas,1,,False
nextjs13-router-events,1,,False
nookies,1,,False
react-swipeable,1,,False
use-elapsed-time,1,,False
@fontsource-variable/instrument-sans,1,,False
@mapbox/rehype-prism,1,,False
@styled-jsx/plugin-sass,1,,False
@svgr/cli,1,,False
clean-package,1,,False
extract-mdx-metadata,1,,False
readline,1,,False
rehype-join-line,1,,False
strip-markdown,1,,False
styled-jsx,1,,False
styled-jsx-plugin-sass,1,,False
ts-transformer-properties-rename,1,,False
ts-transformer-strip-const-enums,1,,False
tslint-to-eslint-config,1,,False
ttsc,1,,False
typedoc-json-parser,1,,False
typescript-transform-paths,1,,False
@capacitor/android,1,,False
@capacitor/ios,1,,False
@ethersproject/providers,1,,False
@formatjs/intl-relativetimeformat,1,,False
@ionic/cli,1,,False
@openware/cryptofont,1,,False
@sentry/browser,1,,False
@types/compression-webpack-plugin,1,,False
@types/react-select,1,,False
@web3-react/core,1,,False
@web3-react/injected-connector,1,,False
bitcoincashjs,1,,False
http-signature,1,,False
i18n-iso-countries,1,,False
javascript-obfuscator,1,,False
react-date-picker,1,,False
react-fade-in,1,,False
react-grid-layout,1,,False
react-maskinput,1,,False
redux-sentry-middleware,1,,False
@openware/coding-standards,1,,False
@types/axios,1,,False
@types/react-hot-loader,1,,False
@types/react-router,1,,False
cryptocurrency-icons,1,,False
header-case-normalizer,1,,False
isomorphic-ws,1,,False
js-combinatorics,1,,False
postcss-autoreset,1,,False
postcss-hexrgba,1,,False
source-map-explorer,1,,False
tslint-plugin-prettier,1,,False
webpack-obfuscator,1,,False
@craftzdog/react-native-buffer,1,,False
@liskhq/lisk-client,1,,False
@react-native-camera-roll/camera-roll,1,,False
@react-native-community/art,1,,False
@react-navigation/compat,1,,False
@tradle/react-native-http,1,,False
@walletconnect/react-native-compat,1,,False
@walletconnect/sign-client,1,,False
@walletconnect/utils,1,,False
await-to-js,1,,False
browserify-zlib,1,,False
mobile-protect,1,,False
react-native-app-settings,1,,False
react-native-background-timer,1,,False
react-native-blur-overlay,1,,False
react-native-camera,1,,False
react-native-fingerprint-scanner,1,,False
react-native-interactable,1,,False
react-native-keyboard-tracking-view,1,,False
react-native-level-fs,1,,False
react-native-os,1,,False
react-native-pie-chart,1,,False
react-native-screenshot-prevent,1,,False
react-native-shake,1,,False
react-native-share,1,,False
react-native-ssl-pinning,1,,False
react-native-tcp,1,,False
react-native-toast-message,1,,False
react-native-udp,1,,False
react-native-wasm,1,,False
redux-connect-decorator,1,,False
string_decoder,1,,False
text-encoding,1,,False
timers-browserify,1,,False
@babel/plugin-transform-react-jsx-source,1,,False
@babel/preset-stage-2,1,,False
babel-plugin-rewrite-require,1,,False
console-browserify,1,,False
constants-browserify,1,,False
dns.js,1,,False
domain-browser,1,,False
findit,1,,False
https-browserify,1,,False
i18next-scanner,1,,False
jest-config,1,,False
punycode,1,,False
react-native-codegen,1,,False
tty-browserify,1,,False
file-selector,1,,False
angular,1,,False
angular-animate,1,,False
angular-messages,1,,False
angular-sanitize,1,,False
angular-ui-router,1,,False
jsforce,1,,False
platform-folders,1,,False
soql-parser-js,1,,False
@types/angular,1,,False
@types/angular-animate,1,,False
@types/angular-sanitize,1,,False
@types/angular-ui-router,1,,False
@types/angular-wizard,1,,False
@types/jsforce,1,,False
@types/ps-tree,1,,False
@emailjs/browser,1,,False
json-server,1,,False
normalise.scss,1,,False
@lit-labs/scoped-registry-mixin,1,,False
@material/mwc-formfield,1,,False
@material/mwc-list,1,,False
@material/mwc-menu,1,,False
@material/mwc-notched-outline,1,,False
@material/mwc-ripple,1,,False
@material/mwc-select,1,,False
@material/mwc-switch,1,,False
@material/mwc-textfield,1,,False
custom-card-helpers,1,,False
home-assistant-js-websocket,1,,False
rollup-plugin-serve,1,,False
elliptic,1,,False
ethereumjs-abi,1,,False
ethers-wallet,1,,False
web3,1,,False
babel-plugin-array-includes,1,,False
babel-preset-stage-1,1,,False
npm-install-webpack-plugin,1,,False
sleep,1,,False
webpack-async-await,1,,False
@solana-nft-programs/common,1,,False
@solana-nft-programs/namespaces-components,1,,False
@solana-nft-programs/rewards-center,1,,False
@solana-nft-programs/staking,1,,False
@solana-nft-programs/stats,1,,False
@coral-xyz/anchor,1,,False
@emotion/babel-preset-css-prop,1,,False
@metaplex-foundation/mpl-token-metadata,1,,False
@solana/buffer-layout,1,,False
@solana/spl-token,1,,False
@solana/wallet-adapter-react,1,,False
@solana/wallet-adapter-react-ui,1,,False
@solana/wallet-adapter-wallets,1,,False
@solana/web3.js,1,,False
base58,1,,False
jsbi,1,,False
react-hot-toast,1,,False
react-loader-spinner,1,,False
tweetnacl,1,,False
react-json-pretty,1,,False
gulp-add,1,,False
gulp-map,1,,False
cssbeautify,1,,False
stylelint-declaration-strict-value,1,,False
stylelint-no-unsupported-browser-features,1,,False
stylelint-stylistic,1,,False
arraybuffer-loader,1,,False
base64-loader,1,,False
bowser,1,,False
clipcc-block,1,,False
clipcc-extension,1,,False
clipcc-l10n,1,,False
clipcc-paint,1,,False
clipcc-render,1,,False
clipcc-vm,1,,False
computed-style-to-inline-style,1,,False
es6-object-assign,1,,False
get-float-time-domain-data,1,,False
get-user-media-promise,1,,False
hard-source-webpack-plugin,1,,False
keymirror,1,,False
lodash.bindall,1,,False
lodash.defaultsdeep,1,,False
minilog,1,,False
omggif,1,,False
papaparse,1,,False
react-popover,1,,False
react-style-proptype,1,,False
react-tabs,1,,False
react-virtuoso,1,,False
redux-throttle,1,,False
scratch-audio,1,,False
scratch-paint,1,,False
scratch-render-fonts,1,,False
scratch-storage,1,,False
scratch-svg-renderer,1,,False
startaudiocontext,1,,False
thread-loader,1,,False
to-style,1,,False
wav-encoder,1,,False
eslint-config-scratch,1,,False
selenium-webdriver,1,,False
serviceworker-webpack-plugin,1,,False
web-audio-test-api,1,,False
@carbon/icons-vue,1,,False
@novnc/novnc,1,,False
@vue/compat,1,,False
@vuelidate/core,1,,False
@vuelidate/validators,1,,False
axios-cache-interceptor,1,,False
bootstrap-vue,1,,False
xterm-addon-attach,1,,False
xterm-addon-fit,1,,False
@intlify/vue-i18n-loader,1,,False
eslint-scope,1,,False
vue-cli-plugin-i18n,1,,False
vue-svg-inline-loader,1,,False
@inertiajs/react,1,,False
@fontsource/source-sans-pro,1,,False
quicktype-core,1,,False
@babel/plugin-syntax-flow,1,,False
@fontsource/dosis,1,,False
@lingui/macro,1,,False
make-plural,1,,False
videojs-overlay,1,,False
@lingui/cli,1,,False
react-error-overlay,1,,False
@atlassian/aui,1,,False
@babel/plugin-proposal-unicode-property-regex,1,,False
gfm-code-blocks,1,,False
highlightjs,1,,False
prism,1,,False
@lerna-lite/publish,1,,False
@lerna-lite/run,1,,False
detox-testing-library-rnn-adapter,1,,False
github-release-notes,1,,False
remx,1,,False
decouple,1,,False
emitter,1,,False
better-assert,1,,False
babel-plugin-react-server,1,,False
babel-preset-react-server,1,,False
flab,1,,False
generator-react-server,1,,False
react-server,1,,False
react-server-cli,1,,False
react-server-core-middleware,1,,False
react-server-data-bundle-cache,1,,False
react-server-examples,1,,False
react-server-gulp-module-tagger,1,,False
react-server-integration-tests,1,,False
react-server-middleware-json-response,1,,False
react-server-module-tagger,1,,False
react-server-redux,1,,False
react-server-test-pages,1,,False
react-server-website,1,,False
@babel/preset-stage-0,1,,False
babel-plugin-react-require,1,,False
benchmark,1,,False
david,1,,False
get-stdin,1,,False
gulp-istanbul,1,,False
gulp-jasmine,1,,False
memory-stream,1,,False
output-file-sync,1,,False
yeoman-assert,1,,False
yeoman-test,1,,False
zombie,1,,False
react-native-safe-module,1,,False
eslint-import-resolver-babel-module,1,,False
murmur2js,1,,False
warn-once,1,,False
@react-native-community/cli,1,,False
@react-native-community/cli-platform-android,1,,False
@react-native-community/cli-platform-ios,1,,False
lodash.chunk,1,,False
lodash.clamp,1,,False
lodash.sortby,1,,False
@tgrosinger/md-advanced-tables,1,,False
@orchidjs/sifter,1,,False
@orchidjs/unicode-variants,1,,False
@orchidjs/eleventy-plugin-ids,1,,False
bootstrap5,1,,False
broken-link-checker,1,,False
grunt-sass,1,,False
grunt-shell,1,,False
icon-blender,1,,False
karma-coveralls,1,,False
karma-safari-launcher,1,,False
rollup-plugin-insert,1,,False
syn,1,,False
lucide-astro,1,,False
google-auth-library,1,,False
googleapis,1,,False
react-native-shared-element,1,,False
react-tween-state,1,,False
flowgen,1,,False
@expo/react-native-touchable-native-feedback-safe,1,,False
clamp,1,,False
core-decorators,1,,False
fbemitter,1,,False
mirror-creator,1,,False
react-addons-pure-render-mixin,1,,False
react-addons-shallow-compare,1,,False
react-mixin,1,,False
react-native-drawer-layout-polyfill,1,,False
react-static-container,1,,False
redux-batched-actions,1,,False
uuid-js,1,,False
hostile,1,,False
react-to-imperative,1,,False
@react-navigation/elements,1,,False
detect-browser-navigation-in-vue-router,1,,False
commitlint-config-cz,1,,False
commitlint-config-git-commit-emoji,1,,False
cz-customizable,1,,False
react-docgen-markdown-renderer,1,,False
react-native-mock-render,1,,False
dva-core,1,,False
react-navigation-redux-helpers,1,,False
navigation-react-native,1,,False
gulp-insert,1,,False
gulp-mocha,1,,False
navigation,1,,False
navigation-react,1,,False
navigation-react-mobile,1,,False
@unseenco/e,1,,False
mix-tailwindcss,1,,False
react-native-navigation-hooks,1,,False
rnn-screens,1,,False
child_process,1,,False
trash-cli,1,,False
fs-jetpack,1,,False
socks,1,,False
react-native-size-scaling,1,,False
@types/react-navigation,1,,False
expo-navigation-core,1,,False
jest-expo-enzyme,1,,False
@react-native-picker/picker,1,,False
expo-application,1,,False
expo-dev-client,1,,False
rn-navio,1,,False
@babel/helper-skip-transparent-expression-wrappers,1,,False
@babel/plugin-syntax-typescript,1,,False
@expo/config-plugins,1,,False
@react-navigation/material-bottom-tabs,1,,False
expo-app-loading,1,,False
expo-image-picker,1,,False
expo-local-authentication,1,,False
expo-notifications,1,,False
expo-optimize,1,,False
expo-permissions,1,,False
expo-secure-store,1,,False
expo-sharing,1,,False
react-link,1,,False
react-native-input-credit-card,1,,False
react-native-loading-placeholder,1,,False
react-native-modalize,1,,False
react-native-paper,1,,False
react-native-picker-select,1,,False
react-native-portalize,1,,False
react-native-step-indicator,1,,False
react-number-format,1,,False
@deeplib/tsconfig,1,,False
@quasar/icongenie,1,,False
ts-node-dev,1,,False
tsc-alias,1,,False
typescript-tslint-plugin,1,,False
@gfez/eslint-config-react-native,1,,False
@react-native-community/hooks,1,,False
@sdcx/keyboard-insets,1,,False
react-native-toast-hybrid,1,,False
@porscheofficial/eslint-config-porschedigital-react,1,,False
@porscheofficial/prettier-config-porschedigital,1,,False
@strapi/utils,1,,False
pluralize,1,,False
@strapi/admin,1,,False
@strapi/helper-plugin,1,,False
@types/koa__router,1,,False
@types/pluralize,1,,False
strapi-plugin-rest-cache,1,,False
strapi-typed,1,,False
rollup-watch,1,,False
expo-crypto,1,,False
@expo/metro-runtime,1,,False
eslint-config-universe,1,,False
eslint-watch,1,,False
react-native-typescript-transformer,1,,False
react-native-fbsdk,1,,False
remote-redux-devtools,1,,False
@babel/plugin-syntax-export-namespace-from,1,,False
babel-plugin-transform-export-extensions,1,,False
babel-preset-jest,1,,False
jest-repl,1,,False
@uppy/core,1,,False
@uppy/locales,1,,False
@uppy/xhr-upload,1,,False
dragselect,1,,False
react-native-storage,1,,False
react-native-tab-navigator,1,,False
react-native-scripts,1,,False
@react-native-community/checkbox,1,,False
@react-native-community/clipboard,1,,False
@react-native-community/picker,1,,False
@stream-io/react-native-simple-markdown,1,,False
react-native-appearance,1,,False
react-native-copilot,1,,False
react-native-haptic,1,,False
react-native-simple-modal-picker,1,,False
react-native-tags,1,,False
stream-chat,1,,False
stream-chat-react-native,1,,False
@react-native-tvos/config-tv,1,,False
react-relay,1,,False
babel-plugin-relay,1,,False
graphql-query-test-mock,1,,False
relay-compiler,1,,False
relay-devtools,1,,False
stylelint-processor-arbitrary-tags,1,,False
@astrojs/tailwind,1,,False
astro,1,,False
react-navigation-fluid-transitions,1,,False
react-navigation-transitions,1,,False
escape-string-regexp,1,,False
react-native-globalize,1,,False
eslint-config-equimper,1,,False
geolib,1,,False
react-native-optiongroup,1,,False
@upstatement/eslint-config,1,,False
@upstatement/prettier-config,1,,False
react-native-dark-mode,1,,False
react-native-ionicons,1,,False
react-native-secure-storage,1,,False
github-slugid,1,,False
gridsome,1,,False
@gridsome/plugin-google-analytics,1,,False
@gridsome/plugin-sitemap,1,,False
@gridsome/remark-prismjs,1,,False
@gridsome/source-filesystem,1,,False
@gridsome/transformer-remark,1,,False
gridsome-plugin-tailwindcss,1,,False
vue-feather-icons,1,,False
@ionic/lab,1,,False
keyborg,1,,False
@fluentui/bundle-size,1,,False
@types/expect-puppeteer,1,,False
jcore-react-native,1,,False
jpush-react-native,1,,False
mobx-persist,1,,False
react-native-addcarview,1,,False
react-native-app-upgrade,1,,False
react-native-code-push,1,,False
react-native-http-cache,1,,False
react-native-puti-pay,1,,False
react-native-section-list-get-item-layout,1,,False
react-native-shadow-view,1,,False
react-native-smart-barcode,1,,False
react-native-spinkit,1,,False
react-navigation-easy-helper,1,,False
teaset,1,,False
@types/faker,1,,False
react-navigation-header-buttons,1,,False
babel-plugin-flow-react-proptypes,1,,False
default-passive-events,1,,False
solarlunar-es,1,,False
@iconify-json/carbon,1,,False
@iconify/utils,1,,False
@unocss/eslint-plugin,1,,False
unocss-preset-scalpel,1,,False
vite-plugin-pages,1,,False
@noriginmedia/norigin-spatial-navigation,1,,False
react-div-100vh,1,,False
vite-plugin-css-injected-by-js,1,,False
react-native-letter-spacing,1,,False
querystring,1,,False
react-native-i18n,1,,False
react-router-config,1,,False
@sanity/client,1,,False
@sanity/image-url,1,,False
react-currency-formatter,1,,False
react-native-heroicons,1,,False
tailwindcss-react-native,1,,False
react-native-extended-stylesheet,1,,False
eslint-config-evolu,1,,False
@aws-sdk/lib-dynamodb,1,,False
@aws-sdk/util-dynamodb,1,,False
@aws-sdk/client-dynamodb,1,,False
aws-cdk-lib,1,,False
prettier-plugin-astro,1,,False
sst,1,,False
react-error-boundary,1,,False
vite-plugin-linter,1,,False
@a11y/focus-trap,1,,False
@open-wc/eslint-config,1,,False
@open-wc/prettier-config,1,,False
es-dev-server,1,,False
@ryansonshine/commitizen,1,,False
@ryansonshine/cz-conventional-changelog,1,,False
@storybook/addon-webpack5-compiler-swc,1,,False
@biomejs/js-api,1,,False
@biomejs/wasm-nodejs,1,,False
@fontsource/open-sans,1,,False
